day,network,kind,metric,n,of,value
2026-09-15,max,trip_updates,no_trip_id,,,0
2026-09-15,max,trip_updates,trip_join,5,5,
2026-09-15,max,trip_updates,stop_updates_timed,52,52,
2026-09-15,max,trip_updates,cancelled,0,5,
2026-09-15,max,vehicle_positions,samples,,,2
2026-09-15,max,vehicle_positions,ok,,,2
2026-09-15,max,vehicle_positions,header_age_seconds,,,0
2026-09-15,max,vehicle_positions,entities,,,5
2026-09-15,max,vehicle_positions,with_position,5,5,
2026-09-15,max,vehicle_positions,with_trip_id,5,5,
2026-09-15,max,vehicle_positions,with_route_id,5,5,
2026-09-15,max,vehicle_positions,trip_join,5,5,
2026-09-15,rtca,static,state,,,ok
2026-09-15,rtca,static,age_hours,,,111.7
2026-09-15,rtca,static,timetable_ends_on,,,2027-01-03
2026-09-15,rtca,static,days_left,,,110
2026-09-15,sankeo,static,state,,,ok
2026-09-15,sankeo,static,age_hours,,,26.7
2026-09-15,sankeo,static,timetable_ends_on,,,2026-09-27
2026-09-15,sankeo,static,days_left,,,12
2026-09-15,sankeo,trip_updates,samples,,,2
2026-09-15,sankeo,trip_updates,ok,,,2
2026-09-15,sankeo,trip_updates,header_age_seconds,,,34
2026-09-15,sankeo,trip_updates,entities,,,129
2026-09-15,sankeo,trip_updates,no_trip_id,,,0
2026-09-15,sankeo,trip_updates,trip_join,259,259,
2026-09-15,sankeo,trip_updates,stop_updates_timed,5325,5530,
2026-09-15,sankeo,trip_updates,cancelled,0,259,
2026-09-15,sete,static,state,,,ok
2026-09-15,sete,static,age_hours,,,76.8
2026-09-15,sete,static,timetable_ends_on,,,2027-04-04
2026-09-15,sete,static,days_left,,,201
2026-09-15,sete,trip_updates,samples,,,2
2026-09-15,sete,trip_updates,ok,,,2
2026-09-15,sete,trip_updates,header_age_seconds,,,12
2026-09-15,sete,trip_updates,entities,,,108
2026-09-15,sete,trip_updates,no_trip_id,,,0
2026-09-15,sete,trip_updates,trip_join,216,216,
2026-09-15,sete,trip_updates,stop_updates_timed,3387,3387,
2026-09-15,sete,trip_updates,cancelled,0,216,
2026-09-15,sete,vehicle_positions,samples,,,2
2026-09-15,sete,vehicle_positions,ok,,,2
2026-09-15,sete,vehicle_positions,header_age_seconds,,,13
2026-09-15,sete,vehicle_positions,entities,,,46
2026-09-15,sete,vehicle_positions,with_position,93,93,
2026-09-15,sete,vehicle_positions,with_trip_id,65,93,
2026-09-15,sete,vehicle_positions,with_route_id,65,93,
2026-09-15,sete,vehicle_positions,trip_join,65,65,
2026-09-15,tam,static,state,,,ok
2026-09-15,tam,static,age_hours,,,5.8
2026-09-15,tam,static,timetable_ends_on,,,2026-10-16
2026-09-15,tam,static,days_left,,,31
2026-09-15,tam,trip_updates,samples,,,2
2026-09-15,tam,trip_updates,ok,,,2
2026-09-15,tam,trip_updates,header_age_seconds,,,66
2026-09-15,tam,trip_updates,entities,,,381
2026-09-15,tam,trip_updates,no_trip_id,,,0
2026-09-15,tam,trip_updates,trip_join,756,763,
2026-09-15,tam,trip_updates,stop_updates_timed,14504,14566,
2026-09-15,tam,trip_updates,cancelled,6,763,
2026-09-15,tam,vehicle_positions,samples,,,2
2026-09-15,tam,vehicle_positions,ok,,,2
2026-09-15,tam,vehicle_positions,header_age_seconds,,,26
2026-09-15,tam,vehicle_positions,entities,,,130
2026-09-15,tam,vehicle_positions,with_position,261,261,
2026-09-15,tam,vehicle_positions,with_trip_id,261,261,
2026-09-15,tam,vehicle_positions,with_route_id,261,261,
2026-09-15,tam,vehicle_positions,trip_join,259,261,
2026-09-15,tam,alerts,samples,,,2
2026-09-15,tam,alerts,ok,,,2
2026-09-15,tam,alerts,header_age_seconds,,,16
2026-09-15,tam,alerts,entities,,,0
2026-09-15,tam,alerts,informed_resolved,0,0,
2026-09-15,tango,static,state,,,ok
2026-09-15,tango,static,age_hours,,,0.7
2026-09-15,tango,static,timetable_ends_on,,,2026-12-31
2026-09-15,tango,static,days_left,,,107
2026-09-15,tango,trip_updates,samples,,,2
2026-09-15,tango,trip_updates,ok,,,2
2026-09-15,tango,trip_updates,header_age_seconds,,,17
2026-09-15,tango,trip_updates,entities,,,197
2026-09-15,tango,trip_updates,no_trip_id,,,0
2026-09-15,tango,trip_updates,trip_join,393,395,
2026-09-15,tango,trip_updates,stop_updates_timed,5205,5205,
2026-09-15,tango,trip_updates,cancelled,0,395,
2026-09-15,tango,vehicle_positions,samples,,,2
2026-09-15,tango,vehicle_positions,ok,,,2
2026-09-15,tango,vehicle_positions,header_age_seconds,,,17
2026-09-15,tango,vehicle_positions,entities,,,83
2026-09-15,tango,vehicle_positions,with_position,166,166,
2026-09-15,tango,vehicle_positions,with_trip_id,166,166,
2026-09-15,tango,vehicle_positions,with_route_id,166,166,
2026-09-15,tango,vehicle_positions,trip_join,163,166,
2026-09-15,tisseo,static,state,,,ok
2026-09-15,tisseo,static,age_hours,,,3.8
2026-09-15,tisseo,static,timetable_ends_on,,,2026-10-07
2026-09-15,tisseo,static,days_left,,,22
2026-09-15,tisseo,trip_updates,samples,,,2
2026-09-15,tisseo,trip_updates,ok,,,2
2026-09-15,tisseo,trip_updates,header_age_seconds,,,1
2026-09-15,tisseo,trip_updates,entities,,,1439
2026-09-15,tisseo,trip_updates,no_trip_id,,,0
2026-09-15,tisseo,trip_updates,trip_join,2377,2763,
2026-09-15,tisseo,trip_updates,stop_updates_timed,45792,46423,
2026-09-15,tisseo,trip_updates,cancelled,392,2763,
2026-09-15,tisseo,alerts,samples,,,2
2026-09-15,tisseo,alerts,ok,,,2
2026-09-15,tisseo,alerts,header_age_seconds,,,1
2026-09-15,tisseo,alerts,entities,,,1439
2026-09-15,tisseo,alerts,informed_resolved,75,97,
2026-09-15,tlp,static,state,,,ok
2026-09-15,tlp,static,age_hours,,,159.6
2026-09-15,tlp,static,timetable_ends_on,,,2026-10-16
2026-09-15,tlp,static,days_left,,,31
2026-09-15,transpor,static,state,,,ok
2026-09-15,transpor,static,age_hours,,,159.8
2026-09-15,transpor,static,timetable_ends_on,,,2030-01-31
2026-09-15,transpor,static,days_left,,,1234
2026-09-15,transpor,trip_updates,samples,,,2
2026-09-15,transpor,trip_updates,ok,,,2
2026-09-15,transpor,trip_updates,header_age_seconds,,,22
2026-09-15,transpor,trip_updates,entities,,,10
2026-09-15,transpor,trip_updates,no_trip_id,,,0
2026-09-15,transpor,trip_updates,trip_join,19,19,
2026-09-15,transpor,trip_updates,stop_updates_timed,743,1274,
2026-09-15,transpor,trip_updates,cancelled,0,19,
2026-09-15,transpor,vehicle_positions,samples,,,2
2026-09-15,transpor,vehicle_positions,ok,,,2
2026-09-15,transpor,vehicle_positions,header_age_seconds,,,27
2026-09-15,transpor,vehicle_positions,entities,,,8
2026-09-15,transpor,vehicle_positions,with_position,15,17,
2026-09-15,transpor,vehicle_positions,with_trip_id,15,15,
2026-09-15,transpor,vehicle_positions,with_route_id,15,15,
2026-09-15,transpor,vehicle_positions,trip_join,15,15,
2026-09-15,montauban,static,state,,,ok
2026-09-15,montauban,static,age_hours,,,159.7
2026-09-15,montauban,static,timetable_ends_on,,,2027-08-29
2026-09-15,montauban,static,days_left,,,348
2026-09-15,evidence,static,state,,,ok
2026-09-15,evidence,static,age_hours,,,159.7
2026-09-15,evidence,static,timetable_ends_on,,,2026-10-31
2026-09-15,evidence,static,days_left,,,46
2026-09-15,aleop,static,state,,,ok
2026-09-15,aleop,static,age_hours,,,28.8
2026-09-15,aleop,static,timetable_ends_on,,,2027-08-31
2026-09-15,aleop,static,days_left,,,350
2026-09-15,aleop,trip_updates,samples,,,2
2026-09-15,aleop,trip_updates,ok,,,2
2026-09-15,aleop,trip_updates,header_age_seconds,,,10
2026-09-15,aleop,trip_updates,entities,,,159
2026-09-15,aleop,trip_updates,no_trip_id,,,0
2026-09-15,aleop,trip_updates,trip_join,136,318,
2026-09-15,aleop,trip_updates,stop_updates_timed,3896,3906,
2026-09-15,aleop,trip_updates,cancelled,2,318,
2026-09-15,aleop,vehicle_positions,samples,,,2
2026-09-15,aleop,vehicle_positions,ok,,,2
2026-09-15,aleop,vehicle_positions,header_age_seconds,,,14
2026-09-15,aleop,vehicle_positions,entities,,,50
2026-09-15,aleop,vehicle_positions,with_position,100,100,
2026-09-15,aleop,vehicle_positions,with_trip_id,100,100,
2026-09-15,aleop,vehicle_positions,with_route_id,100,100,
2026-09-15,aleop,vehicle_positions,trip_join,100,100,
2026-09-15,aleop,alerts,samples,,,2
2026-09-15,aleop,alerts,ok,,,2
2026-09-15,aleop,alerts,header_age_seconds,,,3
2026-09-15,aleop,alerts,entities,,,35
2026-09-15,aleop,alerts,informed_resolved,105,153,
2026-09-15,choletbus,static,state,,,ok
2026-09-15,choletbus,static,age_hours,,,24.8
2026-09-15,choletbus,static,timetable_ends_on,,,2027-07-02
2026-09-15,choletbus,static,days_left,,,290
2026-09-15,choletbus,trip_updates,samples,,,2
2026-09-15,choletbus,trip_updates,ok,,,2
2026-09-15,choletbus,trip_updates,header_age_seconds,,,19
2026-09-15,choletbus,trip_updates,entities,,,64
2026-09-15,choletbus,trip_updates,no_trip_id,,,0
2026-09-15,choletbus,trip_updates,trip_join,129,129,
2026-09-15,choletbus,trip_updates,stop_updates_timed,2880,2894,
2026-09-15,choletbus,trip_updates,cancelled,0,129,
2026-09-15,choletbus,alerts,samples,,,2
2026-09-15,choletbus,alerts,ok,,,2
2026-09-15,choletbus,alerts,header_age_seconds,,,0
2026-09-15,choletbus,alerts,entities,,,2
2026-09-15,choletbus,alerts,informed_resolved,8,8,
2026-09-15,impulsyon,static,state,,,ok
2026-09-15,impulsyon,static,age_hours,,,159.8
2026-09-15,impulsyon,static,timetable_ends_on,,,2027-06-27
2026-09-15,impulsyon,static,days_left,,,285
2026-09-15,impulsyon,alerts,samples,,,2
2026-09-15,impulsyon,alerts,ok,,,2
2026-09-15,impulsyon,alerts,header_age_seconds,,,0
2026-09-15,impulsyon,alerts,entities,,,4
2026-09-15,impulsyon,alerts,informed_resolved,14,14,
2026-09-15,irigo,static,state,,,ok
2026-09-15,irigo,static,age_hours,,,7.8
2026-09-15,irigo,static,timetable_ends_on,,,2027-07-02
2026-09-15,irigo,static,days_left,,,290
2026-09-15,irigo,trip_updates,samples,,,2
2026-09-15,irigo,trip_updates,ok,,,2
2026-09-15,irigo,trip_updates,header_age_seconds,,,34
2026-09-15,irigo,trip_updates,entities,,,220
2026-09-15,irigo,trip_updates,no_trip_id,,,0
2026-09-15,irigo,trip_updates,trip_join,441,441,
2026-09-15,irigo,trip_updates,stop_updates_timed,9697,9697,
2026-09-15,irigo,trip_updates,cancelled,0,441,
2026-09-15,irigo,vehicle_positions,samples,,,2
2026-09-15,irigo,vehicle_positions,ok,,,2
2026-09-15,irigo,vehicle_positions,header_age_seconds,,,23
2026-09-15,irigo,vehicle_positions,entities,,,163
2026-09-15,irigo,vehicle_positions,with_position,327,327,
2026-09-15,irigo,vehicle_positions,with_trip_id,327,327,
2026-09-15,irigo,vehicle_positions,with_route_id,327,327,
2026-09-15,irigo,vehicle_positions,trip_join,327,327,
2026-09-15,irigo,alerts,samples,,,2
2026-09-15,irigo,alerts,ok,,,2
2026-09-15,irigo,alerts,header_age_seconds,,,0
2026-09-15,irigo,alerts,entities,,,17
2026-09-15,irigo,alerts,informed_resolved,46,46,
2026-09-15,lila-presquile,static,state,,,ok
2026-09-15,lila-presquile,static,age_hours,,,20.8
2026-09-15,lila-presquile,static,timetable_ends_on,,,2026-12-18
2026-09-15,lila-presquile,static,days_left,,,94
2026-09-15,lila-presquile,trip_updates,samples,,,2
2026-09-15,lila-presquile,trip_updates,ok,,,2
2026-09-15,lila-presquile,trip_updates,header_age_seconds,,,6
2026-09-15,lila-presquile,trip_updates,entities,,,0
2026-09-15,lila-presquile,trip_updates,no_trip_id,,,0
2026-09-15,lila-presquile,trip_updates,trip_join,0,0,
2026-09-15,lila-presquile,trip_updates,stop_updates_timed,0,0,
2026-09-15,lila-presquile,trip_updates,cancelled,0,0,
2026-09-15,lila-presquile,vehicle_positions,samples,,,2
2026-09-15,lila-presquile,vehicle_positions,ok,,,2
2026-09-15,lila-presquile,vehicle_positions,header_age_seconds,,,11
2026-09-15,lila-presquile,vehicle_positions,entities,,,0
2026-09-15,lila-presquile,vehicle_positions,with_position,0,0,
2026-09-15,lila-presquile,vehicle_positions,with_trip_id,0,0,
2026-09-15,lila-presquile,vehicle_positions,with_route_id,0,0,
2026-09-15,lila-presquile,vehicle_positions,trip_join,0,0,
2026-09-15,naolib,static,state,,,ok
2026-09-15,naolib,static,age_hours,,,159.9
2026-09-15,naolib,static,timetable_ends_on,,,2026-12-08
2026-09-15,naolib,static,days_left,,,84
2026-09-15,naolib,trip_updates,samples,,,2
2026-09-15,naolib,trip_updates,ok,,,0
2026-09-15,naolib,trip_updates,header_age_seconds,,,
2026-09-15,naolib,trip_updates,entities,,,
2026-09-15,naolib,trip_updates,no_trip_id,,,0
2026-09-15,naolib,trip_updates,trip_join,,,
2026-09-15,naolib,trip_updates,stop_updates_timed,,,
2026-09-15,naolib,trip_updates,cancelled,,,
2026-09-15,setram,static,state,,,ok
2026-09-15,setram,static,age_hours,,,159.5
2026-09-15,setram,static,timetable_ends_on,,,2026-11-28
2026-09-15,setram,static,days_left,,,74
2026-09-15,setram,trip_updates,samples,,,2
2026-09-15,setram,trip_updates,ok,,,2
2026-09-15,setram,trip_updates,header_age_seconds,,,0
2026-09-15,setram,trip_updates,entities,,,229
2026-09-15,setram,trip_updates,no_trip_id,,,0
2026-09-15,setram,trip_updates,trip_join,458,458,
2026-09-15,setram,trip_updates,stop_updates_timed,10705,10943,
2026-09-15,setram,trip_updates,cancelled,0,458,
2026-09-15,setram,vehicle_positions,samples,,,2
2026-09-15,setram,vehicle_positions,ok,,,2
2026-09-15,setram,vehicle_positions,header_age_seconds,,,0
2026-09-15,setram,vehicle_positions,entities,,,79
2026-09-15,setram,vehicle_positions,with_position,159,159,
2026-09-15,setram,vehicle_positions,with_trip_id,155,159,
2026-09-15,setram,vehicle_positions,with_route_id,155,159,
2026-09-15,setram,vehicle_positions,trip_join,155,155,
2026-09-15,setram,alerts,samples,,,2
2026-09-15,setram,alerts,ok,,,2
2026-09-15,setram,alerts,header_age_seconds,,,0
2026-09-15,setram,alerts,entities,,,1
2026-09-15,setram,alerts,informed_resolved,2,2,
2026-09-15,tul,static,state,,,ok
2026-09-15,tul,static,age_hours,,,159.6
2026-09-15,tul,static,timetable_ends_on,,,2027-01-03
2026-09-15,tul,static,days_left,,,110
2026-09-15,yceo,static,state,,,ok
2026-09-15,yceo,static,age_hours,,,17.7
2026-09-15,yceo,static,timetable_ends_on,,,2027-07-02
2026-09-15,yceo,static,days_left,,,290
2026-09-15,aixenbus,static,state,,,ok
2026-09-15,aixenbus,static,age_hours,,,16.8
2026-09-15,aixenbus,static,timetable_ends_on,,,2026-10-18
2026-09-15,aixenbus,static,days_left,,,33
2026-09-15,envia,static,state,,,ok
2026-09-15,envia,static,age_hours,,,159.4
2026-09-15,envia,static,timetable_ends_on,,,2026-12-31
2026-09-15,envia,static,days_left,,,107
2026-09-15,envia,trip_updates,samples,,,2
2026-09-15,envia,trip_updates,ok,,,2
2026-09-15,envia,trip_updates,header_age_seconds,,,20
2026-09-15,envia,trip_updates,entities,,,84
2026-09-15,envia,trip_updates,no_trip_id,,,0
2026-09-15,envia,trip_updates,trip_join,160,168,
2026-09-15,envia,trip_updates,stop_updates_timed,4587,4603,
2026-09-15,envia,trip_updates,cancelled,0,168,
2026-09-15,envia,vehicle_positions,samples,,,2
2026-09-15,envia,vehicle_positions,ok,,,2
2026-09-15,envia,vehicle_positions,header_age_seconds,,,17
2026-09-15,envia,vehicle_positions,entities,,,21
2026-09-15,envia,vehicle_positions,with_position,40,42,
2026-09-15,envia,vehicle_positions,with_trip_id,40,40,
2026-09-15,envia,vehicle_positions,with_route_id,40,40,
2026-09-15,envia,vehicle_positions,trip_join,36,40,
2026-09-15,envibus,static,state,,,never_ingested
2026-09-15,envibus,static,age_hours,,,
2026-09-15,envibus,static,timetable_ends_on,,,
2026-09-15,envibus,static,days_left,,,
2026-09-15,gap,static,state,,,ok
2026-09-15,gap,static,age_hours,,,159.6
2026-09-15,gap,static,timetable_ends_on,,,2026-12-31
2026-09-15,gap,static,days_left,,,107
2026-09-15,gap,trip_updates,samples,,,2
2026-09-15,gap,trip_updates,ok,,,2
2026-09-15,gap,trip_updates,header_age_seconds,,,5
2026-09-15,gap,trip_updates,entities,,,0
2026-09-15,gap,trip_updates,no_trip_id,,,0
2026-09-15,gap,trip_updates,trip_join,0,0,
2026-09-15,gap,trip_updates,stop_updates_timed,0,0,
2026-09-15,gap,trip_updates,cancelled,0,0,
2026-09-15,gap,vehicle_positions,samples,,,2
2026-09-15,gap,vehicle_positions,ok,,,2
2026-09-15,gap,vehicle_positions,header_age_seconds,,,5
2026-09-15,gap,vehicle_positions,entities,,,0
2026-09-15,gap,vehicle_positions,with_position,0,0,
2026-09-15,gap,vehicle_positions,with_trip_id,0,0,
2026-09-15,gap,vehicle_positions,with_route_id,0,0,
2026-09-15,gap,vehicle_positions,trip_join,0,0,
2026-09-15,lebus-esterel,static,state,,,ok
2026-09-15,lebus-esterel,static,age_hours,,,159.8
2026-09-15,lebus-esterel,static,timetable_ends_on,,,2027-01-03
2026-09-15,lebus-esterel,static,days_left,,,110
2026-09-15,lebus-esterel,trip_updates,samples,,,2
2026-09-15,lebus-esterel,trip_updates,ok,,,2
2026-09-15,lebus-esterel,trip_updates,header_age_seconds,,,9
2026-09-15,lebus-esterel,trip_updates,entities,,,264
2026-09-15,lebus-esterel,trip_updates,no_trip_id,,,0
2026-09-15,lebus-esterel,trip_updates,trip_join,477,477,
2026-09-15,lebus-esterel,trip_updates,stop_updates_timed,11824,11824,
2026-09-15,lebus-esterel,trip_updates,cancelled,0,477,
2026-09-15,lebus-esterel,vehicle_positions,samples,,,2
2026-09-15,lebus-esterel,vehicle_positions,ok,,,2
2026-09-15,lebus-esterel,vehicle_positions,header_age_seconds,,,9
2026-09-15,lebus-esterel,vehicle_positions,entities,,,264
2026-09-15,lebus-esterel,vehicle_positions,with_position,52,52,
2026-09-15,lebus-esterel,vehicle_positions,with_trip_id,52,52,
2026-09-15,lebus-esterel,vehicle_positions,with_route_id,52,52,
2026-09-15,lebus-esterel,vehicle_positions,trip_join,52,52,
2026-09-15,rla,static,state,,,ok
2026-09-15,rla,static,age_hours,,,148.7
2026-09-15,rla,static,timetable_ends_on,,,2026-12-31
2026-09-15,rla,static,days_left,,,107
2026-09-15,rla,trip_updates,samples,,,2
2026-09-15,rla,trip_updates,ok,,,2
2026-09-15,rla,trip_updates,header_age_seconds,,,39
2026-09-15,rla,trip_updates,entities,,,926
2026-09-15,rla,trip_updates,no_trip_id,,,0
2026-09-15,rla,trip_updates,trip_join,1852,1852,
2026-09-15,rla,trip_updates,stop_updates_timed,32207,32207,
2026-09-15,rla,trip_updates,cancelled,0,1852,
2026-09-15,rla,vehicle_positions,samples,,,2
2026-09-15,rla,vehicle_positions,ok,,,2
2026-09-15,rla,vehicle_positions,header_age_seconds,,,36
2026-09-15,rla,vehicle_positions,entities,,,213
2026-09-15,rla,vehicle_positions,with_position,426,426,
2026-09-15,rla,vehicle_positions,with_trip_id,426,426,
2026-09-15,rla,vehicle_positions,with_route_id,426,426,
2026-09-15,rla,vehicle_positions,trip_join,426,426,
2026-09-15,orizo,static,state,,,ok
2026-09-15,orizo,static,age_hours,,,159.6
2026-09-15,orizo,static,timetable_ends_on,,,2026-10-18
2026-09-15,orizo,static,days_left,,,33
2026-09-15,orizo,trip_updates,samples,,,2
2026-09-15,orizo,trip_updates,ok,,,2
2026-09-15,orizo,trip_updates,header_age_seconds,,,3
2026-09-15,orizo,trip_updates,entities,,,216
2026-09-15,orizo,trip_updates,no_trip_id,,,0
2026-09-15,orizo,trip_updates,trip_join,433,433,
2026-09-15,orizo,trip_updates,stop_updates_timed,8834,8834,
2026-09-15,orizo,trip_updates,cancelled,0,433,
2026-09-15,orizo,vehicle_positions,samples,,,2
2026-09-15,orizo,vehicle_positions,ok,,,2
2026-09-15,orizo,vehicle_positions,header_age_seconds,,,0
2026-09-15,orizo,vehicle_positions,entities,,,75
2026-09-15,orizo,vehicle_positions,with_position,151,151,
2026-09-15,orizo,vehicle_positions,with_trip_id,151,151,
2026-09-15,orizo,vehicle_positions,with_route_id,151,151,
2026-09-15,orizo,vehicle_positions,trip_join,151,151,
2026-09-15,palmbus,static,state,,,ok
2026-09-15,palmbus,static,age_hours,,,87.8
2026-09-15,palmbus,static,timetable_ends_on,,,2027-01-03
2026-09-15,palmbus,static,days_left,,,110
2026-09-15,palmbus,trip_updates,samples,,,2
2026-09-15,palmbus,trip_updates,ok,,,2
2026-09-15,palmbus,trip_updates,header_age_seconds,,,37
2026-09-15,palmbus,trip_updates,entities,,,180
2026-09-15,palmbus,trip_updates,no_trip_id,,,0
2026-09-15,palmbus,trip_updates,trip_join,361,361,
2026-09-15,palmbus,trip_updates,stop_updates_timed,4636,4753,
2026-09-15,palmbus,trip_updates,cancelled,4,361,
2026-09-15,palmbus,vehicle_positions,samples,,,2
2026-09-15,palmbus,vehicle_positions,ok,,,2
2026-09-15,palmbus,vehicle_positions,header_age_seconds,,,37
2026-09-15,palmbus,vehicle_positions,entities,,,79
2026-09-15,palmbus,vehicle_positions,with_position,158,158,
2026-09-15,palmbus,vehicle_positions,with_trip_id,158,158,
2026-09-15,palmbus,vehicle_positions,with_route_id,158,158,
2026-09-15,palmbus,vehicle_positions,trip_join,158,158,
2026-09-15,rtm,static,state,,,ok
2026-09-15,rtm,static,age_hours,,,26.8
2026-09-15,rtm,static,timetable_ends_on,,,2026-11-12
2026-09-15,rtm,static,days_left,,,58
2026-09-15,rtm,alerts,samples,,,2
2026-09-15,rtm,alerts,ok,,,2
2026-09-15,rtm,alerts,header_age_seconds,,,230
2026-09-15,rtm,alerts,entities,,,77
2026-09-15,rtm,alerts,informed_resolved,988,1403,
2026-09-15,mistral,static,state,,,ok
2026-09-15,mistral,static,age_hours,,,16.8
2026-09-15,mistral,static,timetable_ends_on,,,2026-11-30
2026-09-15,mistral,static,days_left,,,76
2026-09-15,mistral,trip_updates,samples,,,2
2026-09-15,mistral,trip_updates,ok,,,2
2026-09-15,mistral,trip_updates,header_age_seconds,,,70
2026-09-15,mistral,trip_updates,entities,,,493
2026-09-15,mistral,trip_updates,no_trip_id,,,0
2026-09-15,mistral,trip_updates,trip_join,936,986,
2026-09-15,mistral,trip_updates,stop_updates_timed,28813,29322,
2026-09-15,mistral,trip_updates,cancelled,2,986,
2026-09-15,mistral,vehicle_positions,samples,,,2
2026-09-15,mistral,vehicle_positions,ok,,,2
2026-09-15,mistral,vehicle_positions,header_age_seconds,,,77
2026-09-15,mistral,vehicle_positions,entities,,,192
2026-09-15,mistral,vehicle_positions,with_position,384,384,
2026-09-15,mistral,vehicle_positions,with_trip_id,378,384,
2026-09-15,mistral,vehicle_positions,with_route_id,378,384,
2026-09-15,mistral,vehicle_positions,trip_join,368,378,
2026-09-15,mistral,alerts,samples,,,2
2026-09-15,mistral,alerts,ok,,,2
2026-09-15,mistral,alerts,header_age_seconds,,,0
2026-09-15,mistral,alerts,entities,,,8
2026-09-15,mistral,alerts,informed_resolved,42,42,
2026-09-15,tedbus,static,state,,,ok
2026-09-15,tedbus,static,age_hours,,,159.6
2026-09-15,tedbus,static,timetable_ends_on,,,2027-08-31
2026-09-15,tedbus,static,days_left,,,350
2026-09-15,tedbus,trip_updates,samples,,,2
2026-09-15,tedbus,trip_updates,ok,,,2
2026-09-15,tedbus,trip_updates,header_age_seconds,,,3
2026-09-15,tedbus,trip_updates,entities,,,18
2026-09-15,tedbus,trip_updates,no_trip_id,,,0
2026-09-15,tedbus,trip_updates,trip_join,17,17,
2026-09-15,tedbus,trip_updates,stop_updates_timed,458,462,
2026-09-15,tedbus,trip_updates,cancelled,0,17,
2026-09-15,tedbus,vehicle_positions,samples,,,2
2026-09-15,tedbus,vehicle_positions,ok,,,2
2026-09-15,tedbus,vehicle_positions,header_age_seconds,,,3
2026-09-15,tedbus,vehicle_positions,entities,,,18
2026-09-15,tedbus,vehicle_positions,with_position,17,17,
2026-09-15,tedbus,vehicle_positions,with_trip_id,17,17,
2026-09-15,tedbus,vehicle_positions,with_route_id,17,17,
2026-09-15,tedbus,vehicle_positions,trip_join,17,17,
2026-09-15,tedbus,alerts,samples,,,2
2026-09-15,tedbus,alerts,ok,,,2
2026-09-15,tedbus,alerts,header_age_seconds,,,3
2026-09-15,tedbus,alerts,entities,,,18
2026-09-15,tedbus,alerts,informed_resolved,2,2,
2026-09-15,zest,static,state,,,ok
2026-09-15,zest,static,age_hours,,,111.7
2026-09-15,zest,static,timetable_ends_on,,,2027-07-04
2026-09-15,zest,static,days_left,,,292
2026-09-15,zest,trip_updates,samples,,,2
2026-09-15,zest,trip_updates,ok,,,2
2026-09-15,zest,trip_updates,header_age_seconds,,,4
2026-09-15,zest,trip_updates,entities,,,66
2026-09-15,zest,trip_updates,no_trip_id,,,0
2026-09-15,zest,trip_updates,trip_join,132,132,
2026-09-15,zest,trip_updates,stop_updates_timed,3202,3397,
2026-09-15,zest,trip_updates,cancelled,0,132,
2026-09-15,zest,vehicle_positions,samples,,,2
2026-09-15,zest,vehicle_positions,ok,,,2
2026-09-15,zest,vehicle_positions,header_age_seconds,,,4
2026-09-15,zest,vehicle_positions,entities,,,19
2026-09-15,zest,vehicle_positions,with_position,39,39,
2026-09-15,zest,vehicle_positions,with_trip_id,39,39,
2026-09-15,zest,vehicle_positions,with_route_id,39,39,
2026-09-15,zest,vehicle_positions,trip_join,39,39,
2026-09-15,zou-proximite,static,state,,,ok
2026-09-15,zou-proximite,static,age_hours,,,25.7
2026-09-15,zou-proximite,static,timetable_ends_on,,,2026-12-31
2026-09-15,zou-proximite,static,days_left,,,107
2026-09-15,zou-proximite,trip_updates,samples,,,2
2026-09-15,zou-proximite,trip_updates,ok,,,2
2026-09-15,zou-proximite,trip_updates,header_age_seconds,,,21
2026-09-15,zou-proximite,trip_updates,entities,,,2177
2026-09-15,zou-proximite,trip_updates,no_trip_id,,,0
2026-09-15,zou-proximite,trip_updates,trip_join,4354,4354,
2026-09-15,zou-proximite,trip_updates,stop_updates_timed,128264,128264,
2026-09-15,zou-proximite,trip_updates,cancelled,0,4354,
2026-09-15,zou-proximite,alerts,samples,,,2
2026-09-15,zou-proximite,alerts,ok,,,2
2026-09-15,zou-proximite,alerts,header_age_seconds,,,195
2026-09-15,zou-proximite,alerts,entities,,,21
2026-09-15,zou-proximite,alerts,informed_resolved,155,216,
2026-09-15,idfm,static,state,,,ok
2026-09-15,idfm,static,age_hours,,,18.8
2026-09-15,idfm,static,timetable_ends_on,,,
2026-09-15,idfm,static,days_left,,,
